ablation_run_id,design_condition_id,reference_run_id,source_condition_id,outer_fold,alpha,scenario,attack,malicious_count,method_family,variant,variant_label,component_isolated,fl_seed,model_seed,random_schedule_seed,condition_rationale,component_rationale
220,6,270,45,3,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1400829696,2129437073,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
221,6,275,46,3,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,884573031,1066517935,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
222,6,275,46,3,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,884573031,1066517935,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
223,6,276,46,3,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,884573031,1066517935,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
224,6,276,46,3,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,884573031,1066517935,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
225,6,389,65,4,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,213424618,686063111,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
226,6,389,65,4,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,213424618,686063111,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
227,6,390,65,4,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,213424618,686063111,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
228,6,390,65,4,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,213424618,686063111,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
229,6,395,66,4,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,19602983,791551251,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
230,6,395,66,4,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,19602983,791551251,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
231,6,396,66,4,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,19602983,791551251,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
232,6,396,66,4,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,19602983,791551251,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
233,6,509,85,5,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,123,1526525708,701496434,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
234,6,509,85,5,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,123,1526525708,701496434,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
235,6,510,85,5,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,123,1526525708,701496434,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
236,6,510,85,5,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,123,1526525708,701496434,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
237,6,515,86,5,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_trust_only,TEA-FL trust-only,TEA energy awareness,456,1988577654,788639995,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the energy-awareness contribution
238,6,515,86,5,1.0,signflip_mu0p4,sign_flip,11,tea_fl,tea_energy_only,TEA-FL energy-only,TEA trust mechanism,456,1988577654,788639995,Strong sign-flip under milder heterogeneity,Full TEA-FL minus this variant estimates the trust contribution
239,6,516,86,5,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_energy,ARL-FL without energy-aware selection,ARL energy-aware selection,456,1988577654,788639995,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the energy-aware selection contribution
240,6,516,86,5,1.0,signflip_mu0p4,sign_flip,11,arl_fl,arl_no_pressure,ARL-FL without adaptive global pressure,ARL adaptive global pressure,456,1988577654,788639995,Strong sign-flip under milder heterogeneity,Full ARL-FL minus this variant estimates the adaptive-pressure contribution
